sid,tid,cid,score,cname
855182795,278851928,10007,70,uml
800042483,235402739,10007,96,uml
896895856,280042552,10007,,uml
885568225,293166465,10007,94,uml
887730688,238060511,10007,85,uml
897813448,246116963,10007,87,uml
862162560,275775015,10007,99,uml
883347944,226654220,10007,,uml
846164327,262350463,10007,64,uml
859361725,236000117,10007,53,uml
896025794,254643762,10007,79,uml
858671715,273900179,10007,51,uml
829293095,282905792,10007,87,uml
884332052,273108423,10007,67,uml
867246877,226916869,10007,52,uml
899860840,293463839,10007,75,uml
837581854,282231761,10007,97,uml
885328903,241024321,10007,65,uml
897859285,272814545,10007,83,uml
808899628,256735843,10007,50,uml
833394162,201603795,10007,97,uml
891217152,280677871,10007,96,uml
822311488,216253228,10007,89,uml
872124854,298584084,10007,82,uml
894241752,260764165,10007,68,uml
868181555,217671108,10007,96,uml
825915666,227414541,10007,67,uml
800628888,261541254,10007,92,uml
843991405,273213188,10007,70,uml
870862224,291252482,10007,90,uml
872915364,294200664,10007,64,uml
863764627,291049469,10007,73,uml
875976947,245694841,10007,78,uml
860323591,271211254,10007,94,uml
823557973,246733431,10007,68,uml
814167869,295012357,10007,66,uml
848404634,226097045,10007,55,uml
874236925,229391650,10007,73,uml
882731934,293451316,10007,83,uml
865475575,295171629,10007,95,uml
804240849,276696369,10007,55,uml
853882096,242050793,10007,82,uml
812301257,217191027,10007,84,uml
878664194,263527130,10007,70,uml
888038351,257123065,10007,87,uml
831463480,247571679,10007,83,uml
804650626,259217303,10007,71,uml
804500669,206935327,10007,77,uml
876782352,208360055,10007,86,uml
830203367,241223898,10007,65,uml
834101056,258806288,10007,95,uml
852983663,258529125,10007,72,uml
801253889,251406812,10007,70,uml
868526778,233267235,10007,94,uml
818779394,244680826,10007,95,uml
894075537,249423278,10007,93,uml
848569830,278347353,10007,79,uml
811375636,223430245,10007,95,uml
870096578,243748948,10007,50,uml
881168603,218691416,10007,62,uml
833319243,294103665,10007,90,uml
852235252,279153601,10007,78,uml
857397904,270776988,10007,87,uml
822828921,271575246,10007,89,uml
889739581,246267365,10007,50,uml
870786620,252225863,10007,,uml
886766948,290781454,10007,78,uml
811613406,205276346,10007,87,uml
875067312,280012708,10007,74,uml
809185024,299016054,10007,80,uml
854544492,223487818,10007,55,uml
841216246,282318526,10007,72,uml
847656517,272297851,10007,78,uml
836304178,219418720,10007,70,uml
855978589,276657134,10007,93,uml
877153972,220446124,10007,70,uml
842634069,268751796,10007,91,uml
861250550,294800967,10007,76,uml
894103541,255653052,10007,90,uml
851934946,203786773,10007,94,uml
870089399,253452855,10007,53,uml
865450400,239700839,10007,76,uml
878571971,208342898,10007,,uml
872676621,253170838,10007,64,uml
836077427,291081906,10007,96,uml
869407607,265851404,10007,77,uml
848801331,202915225,10007,63,uml
859969106,256306895,10007,93,uml
808443065,206882175,10007,80,uml
875963570,296845453,10007,75,uml
828168618,222890483,10007,69,uml
878044657,290715895,10007,99,uml
895465224,257834226,10007,90,uml
829381540,218900139,10007,66,uml
889212361,289682710,10007,73,uml
862306069,259632356,10007,,uml
883798362,291223396,10007,64,uml
851640980,279643555,10007,98,uml
811297109,218099054,10007,72,uml
809289647,291328162,10007,99,uml
824916663,202743019,10007,74,uml
806033777,279922327,10007,76,uml
846309934,260142216,10007,61,uml
853368583,267735865,10007,65,uml
805366710,278384978,10007,,uml
814898933,259439130,10007,86,uml
866982913,252748811,10007,94,uml
805813071,275479340,10007,87,uml
843118236,201871757,10007,96,uml
828978577,247495480,10007,73,uml
854882309,206462584,10007,62,uml
895159183,296388316,10007,62,uml
809935402,238141631,10007,74,uml
814287191,280170753,10007,61,uml
825228030,229579086,10007,85,uml
866002429,215852038,10007,71,uml
829219372,246158591,10007,80,uml
812595197,214547512,10007,78,uml
879116390,292105769,10007,92,uml
814643377,245671696,10007,75,uml
818062545,253096458,10007,89,uml
832257014,210597185,10007,92,uml
815800914,255821536,10007,78,uml
811969510,229192951,10007,,uml
877307754,207661389,10007,88,uml
895568690,244831086,10007,65,uml
828075677,226425778,10007,61,uml
890838233,231886179,10007,86,uml
886811816,275247964,10007,60,uml
854266922,214783655,10007,71,uml
859823264,241826667,10007,77,uml
853432840,206416509,10007,83,uml
804445776,218897676,10007,53,uml
800621109,214917651,10007,80,uml
898676508,211225903,10007,87,uml
857822233,202198026,10007,87,uml
805924873,297808045,10007,61,uml
886409924,280703351,10007,67,uml
813568213,216253228,10007,55,uml
887474823,219185746,10007,95,uml
861003188,297768341,10007,53,uml
857889566,244410240,10007,67,uml
815992690,231984808,10007,97,uml
821599955,270559099,10007,78,uml
887490364,282537124,10007,,uml
896968353,272079418,10007,70,uml
891497280,268588081,10007,77,uml
872808677,290400649,10007,53,uml
831759057,270972403,10007,,uml
807374017,221828961,10007,,uml
873744423,240027986,10007,55,uml
830666554,294518544,10007,96,uml
886470137,277292179,10007,73,uml
890733591,282575700,10007,84,uml
848748383,247626174,10007,72,uml
824214993,299546841,10007,79,uml
869938011,210637718,10007,93,uml
810890754,270543167,10007,79,uml
878862919,212657139,10007,79,uml
858846315,221756283,10007,61,uml
815877343,205814010,10007,51,uml
894950974,280420508,10007,55,uml
845528774,244833441,10007,60,uml
877206826,204371417,10007,50,uml
886643042,291830666,10007,91,uml
800432697,255396981,10007,85,uml
878088629,289053290,10007,69,uml
812704808,257636086,10007,,uml
870871791,275259911,10007,91,uml
838826057,206483683,10007,74,uml
823683550,282905792,10007,53,uml
865198846,202828374,10007,65,uml
818161458,247088123,10007,70,uml
814526051,287661147,10007,61,uml
827942595,253550038,10007,68,uml
861630780,272661288,10007,51,uml
857528780,299139559,10007,,uml
891733879,293413226,10007,82,uml
806453854,258048159,10007,92,uml
884513267,246920292,10007,95,uml
812195991,233220910,10007,61,uml
869189585,257038344,10007,67,uml
879954653,243987633,10007,,uml
889986486,278559394,10007,50,uml
886119046,259420743,10007,75,uml
847891273,230459409,10007,95,uml
847650337,224821553,10007,84,uml
828233887,270257003,10007,,uml
868291711,286484529,10007,91,uml
848050319,211166517,10007,55,uml
855603354,225807750,10007,74,uml
803728078,223644663,10007,,uml
821795190,260989451,10007,93,uml
836588691,217992578,10007,88,uml
811164148,260464654,10007,85,uml
888705902,273599318,10007,75,uml
862640391,296015843,10007,85,uml
850340156,235627391,10007,94,uml
802544201,211156486,10007,86,uml
877388824,210561498,10007,73,uml
836118489,226679828,10007,53,uml
897735201,288854551,10007,97,uml
800203096,255642970,10007,82,uml
869883523,263516366,10007,87,uml
815131491,221831865,10007,62,uml
818005527,275833624,10007,63,uml
865746711,206344725,10007,85,uml
815471169,241024321,10007,67,uml
826535892,233338022,10007,96,uml
861866221,261399893,10007,60,uml
893926353,292043491,10007,76,uml
802333219,268969685,10007,72,uml
806764187,211996929,10007,76,uml
835443801,279543674,10007,76,uml
812530439,290942488,10007,66,uml
884266398,225595470,10007,82,uml
822702909,240882972,10007,69,uml
853655634,297239409,10007,87,uml
823804810,259828229,10007,64,uml
870524101,266317831,10007,91,uml
890607432,258080968,10007,83,uml
805886479,291224082,10007,77,uml
831973864,297206498,10007,50,uml
891126274,291374126,10007,68,uml
858746857,210728228,10007,66,uml
869701587,232693903,10007,91,uml
805644417,220295033,10007,60,uml
801760780,217177996,10007,52,uml
884882827,239793208,10007,91,uml
847257597,232095250,10007,52,uml
875309306,285912253,10007,62,uml
841611131,261736519,10007,84,uml
812926707,298839082,10007,96,uml
886602208,283277791,10007,88,uml
812974996,249640915,10007,65,uml
892123677,251848559,10007,89,uml
838077076,241622910,10007,55,uml
812679871,219303168,10007,73,uml
849349466,277403178,10007,96,uml
811514946,257269931,10007,89,uml
830524689,206112952,10007,80,uml
813919594,218390934,10007,88,uml
842845307,246556882,10007,81,uml
843822999,228695619,10007,53,uml
813817033,297545087,10007,90,uml
844432740,251557123,10007,66,uml
825129328,297176620,10007,69,uml
819681817,271321330,10007,62,uml
879988788,221436055,10007,79,uml
889132679,213542223,10007,78,uml
843734436,260874489,10007,65,uml
822662743,298136504,10007,95,uml
830234145,234322557,10007,93,uml
878029653,234898554,10007,98,uml
817430506,233202262,10007,83,uml
876976296,282739675,10007,88,uml
845465462,246014365,10007,98,uml
835576547,214116573,10007,91,uml
828303575,216449037,10007,53,uml
837304812,297787591,10007,62,uml
831967289,297595274,10007,69,uml
864032573,290675738,10007,83,uml
882053283,271553366,10007,86,uml
837197951,202415590,10007,,uml
880889479,276658560,10007,89,uml
848961256,267213316,10007,77,uml
803044574,230053066,10007,50,uml
809701025,287522014,10007,93,uml
840357829,246189459,10007,90,uml
837161603,210963538,10007,72,uml
813654694,263331878,10007,71,uml
848212432,223853252,10007,96,uml
886084929,210074360,10007,,uml
872703946,214437475,10007,52,uml
835090379,249624247,10007,68,uml
852666380,219335215,10007,65,uml
862508137,217038989,10007,72,uml
834861508,229677146,10007,50,uml
882761000,209903796,10007,73,uml
864567441,242006041,10007,79,uml
879919741,218799987,10007,82,uml
804500876,262510557,10007,,uml
873624501,202429157,10007,68,uml
804149371,262259184,10007,78,uml
843087422,210397874,10007,95,uml
857924056,293869681,10007,72,uml
858324600,257489720,10007,63,uml
876437056,280110175,10007,55,uml
802445853,205791876,10007,84,uml
865212780,280148593,10007,88,uml
871622937,202049193,10007,66,uml
811480265,252992892,10007,52,uml
843686532,258403699,10007,93,uml
872808922,244184405,10007,81,uml
812157647,247226055,10007,67,uml
806026412,212239608,10007,79,uml
898390376,200026895,10007,94,uml
881343546,271207733,10007,78,uml
800576923,212600951,10007,88,uml
818836219,283793616,10007,86,uml
833899630,274680330,10007,88,uml
824711174,217472656,10007,73,uml
840612572,283402435,10007,78,uml
825852785,272658243,10007,,uml
838023119,293291532,10007,82,uml
856315951,273638461,10007,84,uml
872263603,284503438,10007,78,uml
846014862,289560936,10007,64,uml
804082465,225906134,10007,60,uml
864823443,240427068,10007,72,uml
889313794,282238876,10007,,uml
850526377,276935700,10007,69,uml
804938017,280957794,10007,96,uml
817638748,267660903,10007,84,uml
839240481,218799598,10007,51,uml
867193787,283402435,10007,66,uml
851218318,203234891,10007,66,uml
886156766,239034248,10007,71,uml
859976948,217780656,10007,76,uml
893827511,232470572,10007,98,uml
862631141,240026709,10007,66,uml
896567173,269471093,10007,54,uml
837048458,275654973,10007,88,uml
879946412,250175258,10007,73,uml
893930452,230890047,10007,,uml
817221791,235799611,10007,90,uml
860904145,246009808,10007,54,uml
874739199,213682965,10007,70,uml
837079397,249213253,10007,72,uml
826734460,249071363,10007,87,uml
879511923,219828874,10007,93,uml
809049158,224157069,10007,66,uml
869765076,206935327,10007,72,uml
845061107,293905690,10007,71,uml
833675668,212941121,10007,67,uml
803743410,238144171,10007,72,uml
880350329,217283908,10007,68,uml
871831479,267443955,10007,,uml
818329220,286082315,10007,89,uml
899511076,204085980,10007,90,uml
870368539,297043781,10007,97,uml
804087861,255276309,10007,,uml
812313967,227165666,10007,89,uml
854846763,217814658,10007,63,uml
838777843,259347903,10007,86,uml
880669315,255909275,10007,67,uml
896318614,204862566,10007,62,uml
872152143,202915225,10007,51,uml
868940938,299198220,10007,53,uml
817247335,271905013,10007,70,uml
893933765,260695290,10007,60,uml
800229512,219457926,10007,,uml
883134700,214543676,10007,60,uml
810921148,221922822,10007,86,uml
831889596,209105476,10007,74,uml
806201258,269880418,10007,76,uml
802301182,251557037,10007,55,uml
885077122,263886507,10007,,uml
860910638,280657008,10007,79,uml
828181554,202069976,10007,51,uml
800094436,226280354,10007,93,uml
889067962,258496240,10007,94,uml
858565357,242882118,10007,77,uml
837810323,214455768,10007,68,uml
811407664,235352697,10007,60,uml
830165354,267470229,10007,72,uml
802695960,274392155,10007,99,uml
840687100,292589308,10007,99,uml
842084608,225193508,10007,76,uml
863601082,224318912,10007,69,uml
885368824,217516001,10007,80,uml
869149552,251012631,10007,90,uml
830486065,233857044,10007,99,uml
896687120,293132077,10007,90,uml
884359515,243315305,10007,75,uml
804417100,228395712,10007,67,uml
880370744,212244681,10007,72,uml
860872699,290358394,10007,81,uml
828981922,288348983,10007,90,uml
895634190,295296694,10007,80,uml
813774218,214335485,10007,87,uml
830274423,279060973,10007,95,uml
827659016,214997601,10007,89,uml
864170089,257489720,10007,76,uml
862600942,277204143,10007,68,uml
807448546,279162816,10007,51,uml
806945643,259557712,10007,84,uml
837552922,207445929,10007,90,uml
813178168,223987450,10007,65,uml
831654705,277394310,10007,55,uml
808957946,238901285,10007,55,uml
830910001,293885874,10007,86,uml
893616007,262865829,10007,69,uml
807731377,281694813,10007,87,uml
865603733,289548865,10007,83,uml
846101308,233462843,10007,85,uml
890409333,267846638,10007,60,uml
866307624,299592500,10007,,uml
889497633,250244440,10007,90,uml
898933636,270922037,10007,71,uml
872469756,254262369,10007,86,uml
858291850,233338022,10007,98,uml
807351632,298281601,10007,50,uml
837602548,276146854,10007,80,uml
863320223,287235819,10007,86,uml
881260542,255449858,10007,71,uml
823777749,207811606,10007,90,uml
812721419,207527141,10007,54,uml
870038291,267278804,10007,65,uml
876575354,299826871,10007,53,uml
881982043,249403869,10007,79,uml
819735724,233059942,10007,86,uml
843243797,212937620,10007,67,uml
863746873,291697666,10007,77,uml
880811190,264182844,10007,,uml
864519832,212118571,10007,54,uml
855297146,267265945,10007,72,uml
868115448,213415100,10007,71,uml
834608697,247041975,10007,50,uml
859010662,284630560,10007,97,uml
876553649,212124659,10007,,uml
893315659,232448388,10007,99,uml
870170818,249717918,10007,60,uml
817567388,236413172,10007,64,uml
828489732,211568320,10007,84,uml
895717117,212006660,10007,86,uml
894840402,279480501,10007,95,uml
891693302,265166006,10007,52,uml
868614316,239168951,10007,88,uml
826459360,294432859,10007,,uml
868498381,271884249,10007,78,uml
875580751,295355732,10007,98,uml
832930872,236774489,10007,,uml
872696505,290920349,10007,60,uml
856543093,208039092,10007,88,uml
840722455,298157078,10007,64,uml
837877124,271787893,10007,63,uml
831448325,274578582,10007,60,uml
862807330,277717374,10007,53,uml
881403909,287357125,10007,96,uml
899597950,243573253,10007,50,uml
812708560,263622179,10007,83,uml
851470934,276490362,10007,65,uml
800757382,288599745,10007,60,uml
876288602,203342668,10007,83,uml
875159823,253890018,10007,61,uml
899962407,267476927,10007,67,uml
879289722,214049887,10007,79,uml
863215706,237623247,10007,64,uml
833887208,287684926,10007,80,uml
823290937,213186748,10007,80,uml
885689235,296851894,10007,55,uml
867057008,285419254,10007,62,uml
893637093,227248964,10007,53,uml
895662658,274631742,10007,74,uml
827140116,293743480,10007,66,uml
825716523,232577951,10007,97,uml
839948030,223258138,10007,70,uml
810351422,265280356,10007,79,uml
876325641,276830991,10007,72,uml
875281584,270034755,10007,73,uml
884567006,234701236,10007,68,uml
869921601,283582016,10007,87,uml
881775972,218859297,10007,79,uml
815683628,237386634,10007,53,uml
806671734,259347903,10007,67,uml
885124555,204415553,10007,78,uml
856246587,211213764,10007,69,uml
866049800,275540968,10007,,uml
888885181,226680386,10007,50,uml
865655337,254775013,10007,82,uml
872613431,245998426,10007,76,uml
825307561,256417499,10007,,uml
860846358,226952330,10007,78,uml
853795512,219716427,10007,63,uml
806648351,241009073,10007,,uml
868968130,254950170,10007,69,uml
843087422,267191027,10007,80,uml
879729395,240872267,10007,55,uml
806631922,234956430,10007,71,uml
842527141,220428234,10007,85,uml
896408988,211552821,10007,81,uml
855020644,222309429,10007,73,uml
885608789,239737646,10007,78,uml
878558570,276756539,10007,98,uml
897458616,233601789,10007,90,uml
824003813,234701236,10007,81,uml
861758782,237097986,10007,89,uml
859549607,263157186,10007,99,uml
858910913,270447041,10007,71,uml
869116695,272605037,10007,52,uml
891488987,227408970,10007,,uml
884110311,277235192,10007,99,uml
868155653,266784247,10007,89,uml
889559195,228464452,10007,86,uml
846734916,268394104,10007,99,uml
819523662,292970107,10007,54,uml
839341717,249403869,10007,60,uml
839869531,215499743,10007,77,uml
872782671,242474430,10007,78,uml
822596806,298483347,10007,68,uml
800252498,264813979,10007,92,uml
819992755,231340026,10007,87,uml
868611511,274745308,10007,83,uml
857416027,269579257,10007,68,uml
894999895,275338212,10007,62,uml
886180244,256328441,10007,71,uml
887558886,257488049,10007,65,uml
853142409,258998963,10007,84,uml
881597648,232470572,10007,66,uml
807907185,255532686,10007,81,uml
855370592,293131402,10007,97,uml
890560838,268943108,10007,84,uml
872236538,298553477,10007,74,uml
889006082,233267235,10007,94,uml
868383990,218543863,10007,72,uml
847178875,229913582,10007,,uml
888555984,282267660,10007,71,uml
888273564,205325563,10007,80,uml
833091483,241737187,10007,88,uml
883783405,205535290,10007,68,uml
881066036,259846485,10007,79,uml
822514567,278743857,10007,90,uml
835456961,271005129,10007,79,uml
808014476,240603444,10007,72,uml
888223529,226316554,10007,88,uml
849158145,214094893,10007,65,uml
856870403,204879436,10007,72,uml
837561234,202424309,10007,79,uml
860054626,261541254,10007,78,uml
857409162,204076104,10007,,uml
872011424,253176174,10007,73,uml
887466134,246469550,10007,93,uml
887417185,240789284,10007,95,uml
892864235,233085475,10007,92,uml
864187130,211580956,10007,68,uml
802831947,247250427,10007,90,uml
860775540,269060917,10007,93,uml
832801302,284112981,10007,86,uml
860755024,281438192,10007,72,uml
826357882,254038219,10007,53,uml
841929178,259690230,10007,50,uml
862157714,244943294,10007,90,uml
851804257,202809862,10007,89,uml
829327410,256920650,10007,63,uml
881416421,204088967,10007,91,uml
824969578,232982059,10007,70,uml
877380161,257582717,10007,,uml
841853104,292441101,10007,61,uml
829472340,287454361,10007,70,uml
814540824,246906030,10007,70,uml
870969328,212736127,10007,62,uml
863215930,238979543,10007,89,uml
867707471,271787893,10007,65,uml
874225011,274889836,10007,98,uml
830137611,220476158,10007,81,uml
828274771,224248754,10007,81,uml
877384500,233255075,10007,94,uml
830436901,223144212,10007,99,uml
825304571,242292682,10007,72,uml
825803157,218791743,10007,96,uml
881390066,272569223,10007,81,uml
882695962,280729972,10007,50,uml
894805248,285956267,10007,60,uml
822180440,283807815,10007,,uml
820285516,293260287,10007,80,uml
822898050,292649107,10007,,uml
817251673,288898560,10007,,uml
813524423,248707768,10007,89,uml
802380977,280596813,10007,67,uml
896117221,207077539,10007,62,uml
831776036,273677398,10007,62,uml
879899852,228898241,10007,78,uml
856147367,257584933,10007,84,uml
894831987,269880418,10007,66,uml
836183949,206053843,10007,73,uml
864471968,298167844,10007,75,uml
837230501,273616683,10007,94,uml
838450830,236062926,10007,60,uml
830652129,226211305,10007,78,uml
808757562,246494899,10007,54,uml
847408456,276151928,10007,64,uml
841571598,237831160,10007,65,uml
815378644,218861001,10007,98,uml
804617352,222281633,10007,68,uml
877005460,238809000,10007,83,uml
882303411,241807369,10007,54,uml
813112361,245862280,10007,61,uml
843650714,248443825,10007,69,uml
876652233,201839418,10007,77,uml
842180099,245479442,10007,80,uml
868936491,270466621,10007,53,uml
809044686,282443984,10007,53,uml
860999089,221419457,10007,55,uml
813040425,281057601,10007,64,uml
821316059,288797229,10007,54,uml
885233934,287358018,10007,89,uml
813739285,299487490,10007,72,uml
889912360,226675949,10007,97,uml
811177837,229689177,10007,76,uml
850506528,237173375,10007,79,uml
851070024,229268467,10007,85,uml
821604858,277994698,10007,71,uml
827909489,298214180,10007,83,uml
862138255,275881627,10007,77,uml
814140884,289741527,10007,76,uml
808046246,239759062,10007,79,uml
869621416,265638172,10007,53,uml
883806612,265879166,10007,97,uml
844723985,282933848,10007,63,uml
886092695,203809720,10007,76,uml
812167630,269530861,10007,52,uml
832215529,215305334,10007,66,uml
896252436,212140951,10007,51,uml
833956496,204589453,10007,72,uml
803440401,239094235,10007,72,uml
893766074,251402807,10007,88,uml
861102572,210927263,10007,82,uml
818694071,209341273,10007,97,uml
887511188,219805323,10007,64,uml
817444549,223702579,10007,,uml
877750102,252624847,10007,64,uml
861704703,203461354,10007,90,uml
844914350,201149624,10007,73,uml
892259991,240279283,10007,95,uml
800939758,208371146,10007,93,uml
817425951,270736102,10007,85,uml
882212350,215333902,10007,,uml
883791842,258956886,10007,95,uml
892568641,254673198,10007,71,uml
885168343,222731367,10007,92,uml
858503612,262684148,10007,63,uml
856427979,224368105,10007,86,uml
853061126,293640588,10007,,uml
829147378,219193831,10007,75,uml
835115697,255220463,10007,77,uml
842403643,273011987,10007,77,uml
895135831,202440345,10007,90,uml
801714621,290201223,10007,76,uml
817272479,260551222,10007,69,uml
855214588,224726045,10007,93,uml
878195543,204397278,10007,94,uml
818574333,223478187,10007,96,uml
886199833,295912293,10007,,uml
810432191,253170838,10007,81,uml
841470153,271477907,10007,53,uml
860200325,238619634,10007,74,uml
862426990,293689299,10007,80,uml
883763878,297249835,10007,54,uml
813272237,240777066,10007,54,uml
886692983,219072860,10007,51,uml
852398409,271398058,10007,77,uml
821097200,249151442,10007,51,uml
853932991,257308759,10007,99,uml
816688559,281769006,10007,76,uml
859617416,279316177,10007,,uml
850191376,273945362,10007,96,uml
845634139,297358253,10007,,uml
805756615,298259798,10007,64,uml
826775756,247868193,10007,66,uml
832779328,224189056,10007,85,uml
869857306,239633318,10007,62,uml
816862454,222253908,10007,85,uml
880883683,218013045,10007,52,uml
808378785,290997421,10007,87,uml
828529713,221986131,10007,76,uml
878598639,211800312,10007,51,uml
838903935,280664968,10007,62,uml
869670215,220915065,10007,60,uml
859149509,218674309,10007,51,uml
810316864,208360055,10007,60,uml
829461778,215587903,10007,72,uml
805578100,287741558,10007,75,uml
816818417,277308512,10007,75,uml
821728008,267365523,10007,85,uml
858558654,238924353,10007,83,uml
877916779,201318874,10007,77,uml
828448810,228002437,10007,81,uml
887137088,263800494,10007,70,uml
866878904,228372324,10007,71,uml
880404719,217638546,10007,84,uml
850681091,255461262,10007,67,uml
840460954,255942230,10007,,uml
893881213,224474302,10007,89,uml
852397387,268993990,10007,51,uml
807835075,248390317,10007,80,uml
815745343,257054212,10007,68,uml
809566668,229465144,10007,88,uml
829788272,214026440,10007,71,uml
889882658,200874068,10007,73,uml
876043468,236614091,10007,92,uml
806503882,211736030,10007,51,uml
860364480,227367575,10007,86,uml
843559563,212963467,10007,72,uml
849623544,217203169,10007,94,uml
857308808,245655842,10007,99,uml
868107730,217321205,10007,65,uml
864337845,282282597,10007,74,uml
832007263,251850178,10007,89,uml
874957636,283305664,10007,95,uml
872549771,275207131,10007,62,uml
838023119,275061326,10007,81,uml
836219582,258366789,10007,52,uml
857162416,289799592,10007,84,uml
866031256,265439536,10007,50,uml
886556029,253432396,10007,62,uml
834495470,267283677,10007,51,uml
820155365,256275423,10007,54,uml
899551274,265597251,10007,,uml
818796894,227398322,10007,74,uml
802473123,278825029,10007,73,uml
875210911,290299298,10007,98,uml
893457123,296070299,10007,53,uml
805887885,282342909,10007,62,uml
896797460,208531006,10007,95,uml
828468380,263309044,10007,78,uml
822633610,280420508,10007,66,uml
880847776,202670973,10007,,uml
813255717,231078602,10007,82,uml
844132459,262844752,10007,,uml
849817962,263803437,10007,99,uml
816932752,281324377,10007,53,uml
889874120,229855595,10007,83,uml
819563304,287758882,10007,96,uml
821380253,254153531,10007,95,uml
862699336,296513333,10007,92,uml
802555722,241223426,10007,81,uml
891235212,247355652,10007,61,uml
834732854,223005615,10007,64,uml
818666008,267222588,10007,50,uml
831133580,208632454,10007,91,uml
822247558,290740912,10007,51,uml
840470447,219056988,10007,,uml
845575165,251524450,10007,64,uml
850301628,235468938,10007,68,uml
876162934,278706330,10007,55,uml
878044657,253334330,10007,64,uml
856982953,247340907,10007,89,uml
879222170,296750880,10007,68,uml
887714270,282164529,10007,77,uml
871588277,205557680,10007,86,uml
876597270,208111099,10007,78,uml
841621214,229355529,10007,62,uml
831364456,266093529,10007,60,uml
836423185,216873567,10007,93,uml
801050022,238882823,10007,62,uml
850746595,222836543,10007,85,uml
873303162,278226585,10007,61,uml
890115501,238990519,10007,80,uml
879041335,237879807,10007,99,uml
879150229,245515339,10007,65,uml
876236971,250376090,10007,96,uml
847644281,216920347,10007,95,uml
820893200,200930587,10007,50,uml
834982811,266354196,10007,54,uml
811491233,265297404,10007,80,uml
878411038,240281188,10007,87,uml
877062284,224474302,10007,60,uml
884860060,292588233,10007,76,uml
887203682,247626174,10007,85,uml
871011549,273890049,10007,54,uml
831370024,287196622,10007,87,uml
849689459,229162162,10007,76,uml
801404624,269167017,10007,73,uml
891742904,223953552,10007,75,uml
849262619,215752365,10007,75,uml
855108219,246044954,10007,93,uml
805473159,263396242,10007,97,uml
843177999,237450166,10007,62,uml
869721725,287781088,10007,70,uml
896250224,298554412,10007,88,uml
897519167,294095495,10007,61,uml
830072730,284482876,10007,90,uml
866855105,285514467,10007,88,uml
845895729,203679655,10007,85,uml
865706804,208505102,10007,80,uml
889810480,250074403,10007,63,uml
808320638,242761416,10007,98,uml
806339544,291373864,10007,96,uml
867405444,230037066,10007,86,uml
805204793,296572567,10007,53,uml
844377190,215483885,10007,70,uml
803878344,211491082,10007,53,uml
816252165,204121422,10007,,uml
887394133,238608520,10007,70,uml
806320458,223151359,10007,76,uml
813700765,274745533,10007,80,uml
840527666,256854426,10007,,uml
874195521,284527829,10007,73,uml
824645930,258048159,10007,,uml
897596503,218944250,10007,84,uml
866932992,217383352,10007,92,uml
878546650,286133964,10007,82,uml
851531747,248194177,10007,69,uml
889726219,267035464,10007,53,uml
808606179,241855529,10007,87,uml
870714479,226665698,10007,64,uml
819759614,285798700,10007,76,uml
867742730,297700964,10007,54,uml
880971568,224698825,10007,77,uml
819596732,243222210,10007,64,uml
861441822,256809024,10007,70,uml
817367605,214455768,10007,89,uml
839818157,201877340,10007,61,uml
821498961,283066535,10007,63,uml
882796896,229041287,10007,55,uml
892660336,292814347,10007,82,uml
894662856,271880084,10007,61,uml
823612547,223939712,10007,66,uml
811474416,214664840,10007,,uml
816694783,253595414,10007,,uml
885605527,261646196,10007,94,uml
859252778,239430406,10007,,uml
887054144,276719868,10007,69,uml
892239370,274194772,10007,97,uml
887790393,279950985,10007,74,uml
894024855,248842577,10007,98,uml
850630505,209396112,10007,99,uml
836186482,220158711,10007,76,uml
859495181,211557355,10007,98,uml
885233595,290933597,10007,73,uml
811868117,227074937,10007,97,uml
830426409,279719370,10007,96,uml
805850376,221345227,10007,72,uml
830725122,220965846,10007,76,uml
863669865,253454755,10007,94,uml
856211440,298738355,10007,50,uml
885253963,287883325,10007,67,uml
878107581,246555090,10007,71,uml
824640576,280070326,10007,94,uml
870980018,220821096,10007,85,uml
859707138,257691583,10007,60,uml
858665030,250608604,10007,82,uml
832859313,261240884,10007,77,uml
859718299,236196265,10007,97,uml
812398773,217002231,10007,77,uml
823182259,205621076,10007,61,uml
865593526,295482881,10007,99,uml
849401217,279123259,10007,,uml
899932857,229994638,10007,85,uml
826085751,285676537,10007,55,uml
871689728,208602862,10007,94,uml
816476548,226385492,10007,70,uml
807322817,264746851,10007,84,uml
816060597,269007994,10007,71,uml
848037401,225142871,10007,83,uml
839949165,271211254,10007,78,uml
808792580,240828868,10007,98,uml
873337669,296140154,10007,72,uml
860993650,265022389,10007,92,uml
824518190,265214643,10007,,uml
896213147,241953948,10007,60,uml
871099105,265581106,10007,90,uml
840272607,204117510,10007,83,uml
854894986,270201064,10007,98,uml
852106141,234951940,10007,83,uml
876115734,288798478,10007,75,uml
855001262,251268718,10007,86,uml
849708694,263291514,10007,87,uml
868410713,265111547,10007,88,uml
840815990,246511513,10007,80,uml
887241408,204502126,10007,84,uml
897561976,241330443,10007,52,uml
849727543,221412074,10007,68,uml
867444728,285165792,10007,,uml
858019499,283494877,10007,76,uml
862003469,229359753,10007,92,uml
817915091,215184552,10007,82,uml
830676473,291657426,10007,52,uml
881459165,293241760,10007,53,uml
895277225,276065884,10007,79,uml
887431242,268555709,10007,67,uml
851545221,204605053,10007,77,uml
808623719,203475374,10007,68,uml
847131633,240457995,10007,64,uml
856180352,240933226,10007,55,uml
891330484,261523943,10007,55,uml
