no,sid,tid,cid,score
525092210,800200418,217829335,10025,50
525580885,899737859,209153550,10025,50
527115555,893801341,269601491,10025,50
527695880,855011435,234383190,10025,50
527998507,835384472,237516908,10025,50
528360773,816112819,287102860,10025,50
529097059,802011291,252821533,10025,50
529760526,826727675,273815803,10025,50
529906888,828485621,258862232,10025,50
530806440,860834251,260716320,10025,50
532407371,859154084,208766336,10025,50
532549007,810336534,204713592,10025,50
532634049,882934583,206995073,10025,50
532760143,860323700,299252101,10025,50
534087268,863003500,214939422,10025,50
534551049,836708220,239737646,10025,50
535219801,882323808,299027346,10025,50
535260153,830584682,253070004,10025,50
536713698,853110098,297966330,10025,50
537077203,872445034,225349617,10025,50
537237390,807322817,285013916,10025,50
538937199,807731377,272507136,10025,50
539253978,865290764,226721504,10025,50
540046719,800922755,295640324,10025,50
540374300,817551563,265304274,10025,50
543680764,865842634,252821533,10025,50
544226779,825446663,200792254,10025,50
544227326,880038602,269074885,10025,50
545151765,877455123,208876340,10025,50
545560840,879764757,239327643,10025,50
545784809,849355447,276736373,10025,50
547525994,898383400,269904332,10025,50
548813497,812858858,231149648,10025,50
549069387,887408339,269753660,10025,50
550260150,848818519,210549015,10025,50
550280771,828077814,265324982,10025,50
551274002,861182964,235851313,10025,50
551480041,891714569,227140451,10025,50
553225964,817065885,255983353,10025,50
554091566,853210075,265081553,10025,50
556005494,858999892,205539579,10025,50
556647482,887751799,228678018,10025,50
557139200,807268785,247613895,10025,50
558107542,850467390,223359238,10025,50
558601320,803248924,264300128,10025,50
560290999,816483059,251803611,10025,50
561686583,843837103,292795454,10025,50
562476396,862235911,285530531,10025,50
564647819,802266923,229579086,10025,50
565669276,826634120,270569291,10025,50
566540438,881143486,257324056,10025,50
567818693,894173776,291738252,10025,50
568096878,897121315,253806303,10025,50
569084446,822878668,267800221,10025,50
570030075,874694257,202434415,10025,50
572029607,849059906,238863431,10025,50
572959466,804576855,229966952,10025,50
574441096,873942020,262514169,10025,50
577327939,840345245,207369261,10025,50
577754256,897042001,268218137,10025,50
578572818,814105228,246945616,10025,50
578867321,889985616,243281196,10025,50
579761919,888242121,293117201,10025,50
580622623,893118505,286047417,10025,50
580784133,829912604,221710818,10025,50
581003805,882558756,266281260,10025,50
582398276,858220712,206962974,10025,50
583558407,839729075,283703878,10025,50
584223274,819926106,243981551,10025,50
585010939,883521776,206849154,10025,50
585242843,869630665,227796890,10025,50
589028803,818212959,299538317,10025,50
589513576,843511432,203481664,10025,50
589816226,851241409,280376761,10025,50
590049071,855043028,240603444,10025,50
590975024,811859637,237516908,10025,50
591585985,829289147,201563667,10025,50
591826808,832934143,280322377,10025,50
593412817,882303592,284826958,10025,50
593744306,877451551,297166841,10025,50
594037058,870539207,224770473,10025,50
595362159,837396397,217283908,10025,50
597593465,884362460,267312887,10025,50
597756427,880528375,278512885,10025,50
598126552,899331300,268402525,10025,50
598185663,892910526,252433913,10025,50
598698937,808312042,230353777,10025,50
599680415,853460767,200268620,10025,50
501250375,847727925,286667141,10026,50
501677296,878050711,240644782,10026,50
502212292,867147599,241941534,10026,50
503040372,874459648,257353632,10026,50
503384872,833965866,212524923,10026,50
505808771,868775221,266244419,10026,50
505999070,874829226,278718257,10026,50
506156512,817649794,220898107,10026,50
507557075,880812995,240064307,10026,50
507807351,845511774,241699737,10026,50
508922200,869574557,294575139,10026,50
508978027,837121038,245205510,10026,50
509161133,854361321,209474270,10026,50
510705296,875275663,212932394,10026,50
512991169,887419864,295934329,10026,50
514117864,892206207,251365140,10026,50
514291973,814401351,215323182,10026,50
516578583,883794804,268721484,10026,50
517128968,867664641,213744589,10026,50
517236948,859026379,277906264,10026,50
517850436,811989285,293634305,10026,50
518693740,844516772,278681532,10026,50
519665223,888649717,237752995,10026,50
519939342,826087628,290925393,10026,50
521627220,813167408,228382027,10026,50
522262016,895040358,267523366,10026,50
522653770,870651977,283365235,10026,50
522756235,889957941,287325383,10026,50
523004616,897279232,293930426,10026,50
523309731,881633512,264177487,10026,50
524144108,834602908,237986255,10026,50
524493231,800426903,274420767,10026,50
525639207,818337324,277755272,10026,50
526896857,889573218,214663773,10026,50
527938768,870214964,271475234,10026,50
527981502,835142209,237237190,10026,50
528597968,807663932,248745132,10026,50
530859157,881276004,280170753,10026,50
531319525,809517122,266167806,10026,50
531563494,821963563,200754965,10026,50
533119668,828283516,296872196,10026,50
534603245,847236506,220911412,10026,50
535156478,865716119,273472710,10026,50
538502518,812228669,238990519,10026,50
539032299,823752886,244849691,10026,50
539081240,849781485,212837770,10026,50
539631022,831240666,292105769,10026,50
540439287,822510783,257353632,10026,50
541549766,852131044,273749195,10026,50
541554054,897147542,285126953,10026,50
542460277,871879576,221956594,10026,50
543187514,857937358,261848129,10026,50
543360633,886260680,296991601,10026,50
544744744,804769531,279072724,10026,50
545414197,810204519,231576438,10026,50
546216414,863302029,225048113,10026,50
546956329,801270115,228732567,10026,50
547266422,849537412,286824101,10026,50
547780900,882664860,278081550,10026,50
550410309,831052566,232934538,10026,50
551434803,881359936,292308615,10026,50
552019313,814217598,215600472,10026,50
553676453,811222193,234439988,10026,50
554050181,821281291,237986255,10026,50
554351824,899285004,282033440,10026,50
554698147,823969728,256916539,10026,50
554996104,833699631,246585729,10026,50
555843212,860986732,206452083,10026,50
555917671,896217276,212463753,10026,50
556427927,863538060,255386424,10026,50
556930383,878021690,255001142,10026,50
556985429,861682527,262278626,10026,50
557697772,875582864,289623504,10026,50
558038346,881261583,261430070,10026,50
558681221,821715586,274369971,10026,50
561598173,881939774,254952087,10026,50
562057313,871726882,238200067,10026,50
563096421,813710984,248733191,10026,50
563793447,848748492,202718599,10026,50
564358761,899208969,273481993,10026,50
565565091,839436614,222092957,10026,50
565739747,866522929,277806413,10026,50
565984481,816366821,298413546,10026,50
569197556,831134573,244806815,10026,50
569915180,868702469,261641211,10026,50
569976374,867576082,290478384,10026,50
570570299,827454258,298503483,10026,50
570592435,805327041,282878165,10026,50
571634164,878958744,213114947,10026,50
572218929,851084119,241688303,10026,50
572886584,895144081,225902282,10026,50
577271771,837011532,217816108,10026,50
577447781,835668805,292469535,10026,50
577791745,814301850,201257528,10026,50
579251841,804760435,241431263,10026,50
580519517,809919983,261836653,10026,50
580642244,892784447,270272048,10026,50
583631567,880087125,262265431,10026,50
586491861,858813222,229014953,10026,50
587050601,819488292,201627533,10026,50
588786460,854021975,246326789,10026,50
589155688,840469987,272722083,10026,50
590941155,840601524,247162305,10026,50
591131677,885763156,236074326,10026,50
592727740,815883442,246423935,10026,50
593323775,837400616,277526493,10026,50
593580442,842873634,250617169,10026,50
595686391,839554893,221528915,10026,50
596961590,811219196,245636098,10026,50
597813431,802947056,238671199,10026,50
598633615,844132459,253124165,10026,50
599005315,898100953,277728770,10026,50
500590286,803628374,251612684,10027,50
501186623,849183282,282283094,10027,50
501350946,858085483,237484377,10027,50
501913234,840309130,201105393,10027,50
502154610,820877756,216418806,10027,50
502954839,897220953,223598752,10027,50
503710614,886949620,230296121,10027,50
507191557,805112079,224579605,10027,50
507735365,866234874,211079334,10027,50
507880148,846730131,289631868,10027,50
509885063,857002870,252962560,10027,50
511787277,802662378,228794980,10027,50
513235378,896634220,240867543,10027,50
513269606,888128503,230259313,10027,50
513576261,830807752,202274465,10027,50
516821782,893061376,200310556,10027,50
517301040,873149645,282314367,10027,50
518309177,831084157,254786731,10027,50
519426646,859239136,211410696,10027,50
520355953,867730976,243981551,10027,50
520473869,841440549,242292834,10027,50
520516026,862389073,223005705,10027,50
521518869,899268027,224543863,10027,50
522472570,873422022,201022675,10027,50
525621027,829122030,204199522,10027,50
526738452,860477586,263825401,10027,50
526885613,895546316,211357174,10027,50
527354161,868867769,213794687,10027,50
528185307,899824093,255899466,10027,50
528472609,881226088,207293763,10027,50
528473562,880498463,282230571,10027,50
529318546,869210118,266590495,10027,50
529675532,831588852,214200362,10027,50
529677722,875783641,273591751,10027,50
530177799,885641290,226255149,10027,50
530200806,814406428,257376887,10027,50
530487440,801504957,265086138,10027,50
531712582,836440257,249259695,10027,50
531795873,843242038,273864789,10027,50
531875211,896198927,242296523,10027,50
533422328,883726278,217658931,10027,50
534003616,821767545,278304518,10027,50
534367047,891477603,243544220,10027,50
536762014,883614537,213186748,10027,50
538373213,895738289,231729831,10027,50
538551031,819360892,277652953,10027,50
540159246,868661519,286957504,10027,50
540768632,809851176,293028302,10027,50
541161645,815230101,263965607,10027,50
542612883,891451801,220425811,10027,50
542672418,812372321,202865480,10027,50
543262534,877692919,227411867,10027,50
543458957,862381037,281076257,10027,50
544294703,873007751,290817327,10027,50
544707779,863677530,286472024,10027,50
544726667,865037459,226689778,10027,50
545387549,831946080,212006660,10027,50
545695013,824153375,244757888,10027,50
546203690,897148203,299566175,10027,50
549457664,841841656,267265945,10027,50
550004717,880585661,264592360,10027,50
550246519,828098592,277326728,10027,50
550840854,899489843,202822511,10027,50
553289477,878319299,230153608,10027,50
553444039,871843599,230299185,10027,50
554153377,840401792,222782429,10027,50
554537735,841858954,236948192,10027,50
555197054,819879780,265886571,10027,50
555498621,811747297,202578054,10027,50
557054690,873380995,216269603,10027,50
558765338,866934369,244387811,10027,50
558812366,871577353,218782408,10027,50
558917357,801490139,202539039,10027,50
562047090,860359099,256838327,10027,50
562516713,886072083,204786328,10027,50
562834907,849997528,272419956,10027,50
562963376,803336190,261746240,10027,50
563031885,872983572,285057234,10027,50
564427800,850824554,252520222,10027,50
564828578,807856341,202125429,10027,50
565729386,820199533,228418460,10027,50
567179399,835700908,240549524,10027,50
567408233,857432371,268729433,10027,50
567708626,831736483,264496827,10027,50
568370872,831152759,291328162,10027,50
569206315,889327128,278944399,10027,50
569741024,839091424,256805481,10027,50
570417540,819833707,273617385,10027,50
571263879,885242696,209045175,10027,50
571330718,829224326,216095496,10027,50
574453794,860618709,248845974,10027,50
575899192,886929571,270664231,10027,50
577133549,896409917,207222992,10027,50
578147744,862636931,264496827,10027,50
578663914,895399039,216560635,10027,50
580522187,830170158,254846954,10027,50
582294215,849779608,246852751,10027,50
582364281,829554996,280664968,10027,50
582759861,818094035,231006532,10027,50
583242095,822039556,210419948,10027,50
584062169,855192106,250341097,10027,50
584642305,804149016,278812918,10027,50
584922175,891336853,248212689,10027,50
585692403,881360462,246547377,10027,50
587795515,817742799,264391112,10027,50
588094112,820246254,246474217,10027,50
588749512,852125784,284166785,10027,50
588787561,809134753,201406754,10027,50
589133708,826258742,204711308,10027,50
589907908,838599734,289322402,10027,50
590718873,851825205,227165666,10027,50
591099191,807282781,289074651,10027,50
593233716,877794944,215847606,10027,50
595825287,851868150,295407088,10027,50
598093191,871506366,219586389,10027,50
598214506,862703933,220649068,10027,50
598565671,813451714,252013720,10027,50
599026326,871411883,262812076,10027,50
599951316,840964870,233551226,10027,50
500996294,877038700,226104500,10028,50
501509370,851168783,260020156,10028,50
501585861,886648017,274144689,10028,50
502006523,839210834,229617344,10028,50
506645803,885989183,211195523,10028,50
507142633,880499346,270567122,10028,50
507544310,852347389,238949193,10028,50
507614679,842545809,278734071,10028,50
508417157,828799353,250221647,10028,50
508893491,803455962,266996250,10028,50
509262600,872434766,298136504,10028,50
509589115,813007961,254521631,10028,50
510153705,881981474,218539417,10028,50
511397816,802894906,278384978,10028,50
511574891,854051827,211213298,10028,50
511575690,813461819,227086088,10028,50
512748704,898430766,246639016,10028,50
513483110,812338148,276891299,10028,50
513485727,861734167,221424245,10028,50
514624337,877436822,207395774,10028,50
516030455,897429327,294810801,10028,50
517901627,863776822,289266405,10028,50
519629613,867853444,273689744,10028,50
519680684,870123473,292202812,10028,50
520346462,874860005,281996703,10028,50
521026607,828164688,281239219,10028,50
521843213,817264371,273666969,10028,50
522751823,880560792,278003994,10028,50
523101342,843823330,257240617,10028,50
523801391,847098990,277204992,10028,50
523830274,816227772,250257118,10028,50
524719089,844643961,270827479,10028,50
524862619,879582469,245263081,10028,50
525227884,850670314,299538317,10028,50
525716637,816351543,240376070,10028,50
526104311,898804534,237978438,10028,50
527088429,895507710,290095975,10028,50
532133338,890711963,282323214,10028,50
532525209,894384743,282571220,10028,50
533371372,887548474,232048247,10028,50
533372798,826500513,249287200,10028,50
535436845,819157516,297841903,10028,50
535816450,895962200,202427061,10028,50
537451128,840666679,289921427,10028,50
537633011,892633462,228251757,10028,50
539520658,835786440,265022389,10028,50
539533757,883371935,264119293,10028,50
540749246,813518509,255104683,10028,50
541028513,837111560,271199651,10028,50
542107423,818050964,275735165,10028,50
543364667,895770773,293837920,10028,50
544201706,808893026,208737505,10028,50
544601966,846992127,279949162,10028,50
545248145,869599328,241009073,10028,50
546253843,823123073,261227199,10028,50
546351013,872774819,275575330,10028,50
546509118,823502688,276356128,10028,50
547536305,894701268,212780613,10028,50
548362224,844403525,281830453,10028,50
549229124,897056199,283305664,10028,50
550033840,828753571,215032461,10028,50
552898251,870820382,208783398,10028,50
553020187,879575774,282999755,10028,50
553421001,812844546,213582427,10028,50
553970970,812042723,233539839,10028,50
554188646,845533403,283386352,10028,50
554376122,807280425,274973101,10028,50
554608757,856469859,284562052,10028,50
555203441,805399277,275840048,10028,50
556457271,876630747,285987007,10028,50
557601919,893420136,264544692,10028,50
561369982,833041124,269363902,10028,50
562212719,814167869,224858808,10028,50
562693290,810729682,233300879,10028,50
564740847,889614889,233796404,10028,50
565092049,845610050,284325653,10028,50
565621712,853662691,282567038,10028,50
566417999,862735557,267460219,10028,50
568006225,803928443,208512484,10028,50
568161496,845532492,213186748,10028,50
568169848,857857750,250521696,10028,50
568175185,805941786,298060216,10028,50
568914176,841924605,229217860,10028,50
569013586,864590924,242348036,10028,50
569064456,837588016,261024457,10028,50
569472315,861351268,242649561,10028,50
569479701,896092526,218101124,10028,50
570688376,861044302,244692371,10028,50
571564040,855729651,280811576,10028,50
573971817,863612290,288413484,10028,50
576000736,806635340,231382548,10028,50
576249965,891337771,202759458,10028,50
576337518,894784661,297097867,10028,50
576903689,843280429,201110230,10028,50
577151587,882149291,219915616,10028,50
577864694,885165650,293649308,10028,50
578204065,896352495,246116963,10028,50
579782476,894396400,205341755,10028,50
583548918,898073051,276338839,10028,50
585010672,819756639,272779434,10028,50
586941894,878001010,227793566,10028,50
590231355,852050184,276108659,10028,50
590567629,833901735,265284433,10028,50
590731070,844960366,295934329,10028,50
592985732,858517300,209235583,10028,50
593008814,827009705,280182750,10028,50
593972817,889145768,281031788,10028,50
594745953,888980042,211613718,10028,50
594848554,884796998,226156500,10028,50
595081454,855357681,293320187,10028,50
595153965,801500430,215767756,10028,50
595901435,874928908,279682518,10028,50
596087377,840942178,283660879,10028,50
596481059,890441165,212373988,10028,50
597255118,894590385,220649068,10028,50
597855288,872197463,255628081,10028,50
598019832,828191520,263886507,10028,50
598546401,893721027,210716973,10028,50
599105603,838265904,275402110,10028,50
599903514,853854626,266587362,10028,50
501066702,853890461,274060228,10029,50
502602436,841707987,232775970,10029,50
502720652,810809447,270466621,10029,50
503602288,852298806,299521662,10029,50
504100350,821947846,233211556,10029,50
505064128,870130622,233893435,10029,50
507820937,800671549,276249649,10029,50
507822013,899554056,292396355,10029,50
507906255,881725426,213498503,10029,50
508126686,828602785,281989646,10029,50
508252468,815957980,298543761,10029,50
509469763,824006982,206498599,10029,50
510276867,861514208,223458162,10029,50
510675447,826946936,214104798,10029,50
512340191,841349532,242940657,10029,50
512721596,842145749,291528420,10029,50
512793837,835968479,268491978,10029,50
513290477,859437685,216025517,10029,50
515736229,845487398,284757887,10029,50
515824706,839839518,261618743,10029,50
515994423,861433220,240482557,10029,50
516590127,804139547,229913582,10029,50
516621044,806729083,269943703,10029,50
516723986,887149956,210706698,10029,50
517608304,823474981,294429113,10029,50
519494088,850178043,217640090,10029,50
519516932,848238148,266627358,10029,50
521646051,856414154,257269931,10029,50
521849965,824362183,289805490,10029,50
523397845,833912927,221333385,10029,50
523419375,894062296,201018959,10029,50
523897439,872890012,244816410,10029,50
524522418,879707517,258877816,10029,50
525569253,826538622,298346643,10029,50
528111169,887136880,213265993,10029,50
529643578,867472988,289464975,10029,50
529905735,809899302,255295309,10029,50
530280967,828351931,238484954,10029,50
530393037,873395025,214445507,10029,50
532444119,866012220,220702437,10029,50
534472288,886843804,255400214,10029,50
537606772,811773984,279648373,10029,50
538297262,898842000,201116669,10029,50
538498768,863109949,252218606,10029,50
538834169,849787371,253698644,10029,50
538944504,840954976,265696792,10029,50
539431768,803329325,286041351,10029,50
540907293,846933814,292427946,10029,50
540943442,854388002,243988291,10029,50
541021660,860983675,212636332,10029,50
541808702,860109730,240058015,10029,50
542318531,826609903,288565360,10029,50
543746150,891738340,217182244,10029,50
544905774,897430279,267062637,10029,50
545446015,885324093,221753280,10029,50
545532469,898026953,231340178,10029,50
546452497,873508906,216368871,10029,50
546584874,830771346,241688303,10029,50
547142406,866204938,293816995,10029,50
547996547,897317842,237806655,10029,50
548980693,839767185,246638570,10029,50
549094268,873748944,294016057,10029,50
549762846,863598404,244943294,10029,50
549796662,837119282,267217303,10029,50
550083698,879977131,287887876,10029,50
552030047,891255661,235479233,10029,50
553770061,807095001,220037007,10029,50
556589642,895250503,266148387,10029,50
558766999,869638635,228713792,10029,50
559146418,854081200,243391712,10029,50
559247416,847170231,296147819,10029,50
559646360,808273570,201488694,10029,50
560497460,860940974,218723167,10029,50
561579812,862584259,257264875,10029,50
562339794,832364393,265696792,10029,50
565359752,838906570,275169901,10029,50
565855807,887474823,294982034,10029,50
570215852,871280685,272228573,10029,50
570655946,865668769,216873567,10029,50
570924087,809299894,209850174,10029,50
572257135,888366618,291270946,10029,50
572928391,895895702,287809000,10029,50
572959959,887694413,253216751,10029,50
573595872,850394528,217658931,10029,50
574820647,850296760,235499308,10029,50
575157197,830762833,288998989,10029,50
576627736,855980556,226069793,10029,50
576751753,801354118,287684926,10029,50
578638725,849786318,210356130,10029,50
578670544,862985999,275670071,10029,50
578980526,869525084,285362520,10029,50
580470185,853176353,266983045,10029,50
581043508,821978016,251490120,10029,50
581848714,811270417,211942552,10029,50
582226106,839451187,238778739,10029,50
582237989,886356065,236580353,10029,50
582565328,842649049,252711671,10029,50
584901286,869748546,210962671,10029,50
585160303,863287980,247871156,10029,50
585920768,843840557,281456080,10029,50
587729954,849500669,246985733,10029,50
587940825,805918344,204938165,10029,50
588541905,806819739,241969820,10029,50
589323357,808987314,298985501,10029,50
591574151,891309639,259835778,10029,50
591676679,880570663,272248905,10029,50
592502774,862244714,246511513,10029,50
592547544,875290388,226579411,10029,50
592817657,890161288,219356630,10029,50
593668703,875630480,255915972,10029,50
594060676,834386160,235543948,10029,50
594551476,804093004,282999755,10029,50
595260263,899167229,296948793,10029,50
599448563,811341804,286089671,10029,50
599875367,803714675,282742131,10029,50
501683731,804274420,210641232,10030,50
504480852,819213986,244757888,10030,50
505585529,847554126,241234313,10030,50
507718568,894819449,225577508,10030,50
509519052,853421239,242840082,10030,50
510459655,892146122,238733511,10030,50
511178551,814792298,269256444,10030,50
513858917,892094123,248178341,10030,50
513887572,820172549,289799592,10030,50
515375253,856434737,279471872,10030,50
515987823,892207719,235613182,10030,50
516209598,863758978,201036350,10030,50
516293993,815673347,247975187,10030,50
517596934,807158408,253880941,10030,50
517611627,868095751,270281470,10030,50
518011512,864414463,217718406,10030,50
519781236,832471601,268353426,10030,50
521649859,812553477,241628077,10030,50
523379320,809631265,273078020,10030,50
524552289,816466075,234610116,10030,50
524685492,884732828,242311547,10030,50
524759512,815673042,201280653,10030,50
525272631,894378008,280812903,10030,50
525300172,805167920,229228289,10030,50
526713678,873114254,268897109,10030,50
526768415,804576855,203461354,10030,50
528316156,842179252,285190849,10030,50
528433092,865993497,278303963,10030,50
528480537,844674015,270569291,10030,50
530283072,833316138,203541380,10030,50
530298611,865290764,230166407,10030,50
530988507,840067114,283420485,10030,50
531992628,843976553,245979189,10030,50
532622442,897632295,235499308,10030,50
533906305,882670098,279058744,10030,50
533918725,820297149,288736554,10030,50
534778568,826955376,228333132,10030,50
535460136,827779684,271606544,10030,50
536223296,861585390,219381220,10030,50
537367035,805729915,283520427,10030,50
539764640,817300414,229317966,10030,50
540497013,866918671,284826958,10030,50
542839950,857112863,299444162,10030,50
542971680,877274712,296701088,10030,50
544501186,821536514,220134757,10030,50
544578202,853025289,252962560,10030,50
544772157,829587690,216800311,10030,50
545001709,881133203,281337927,10030,50
545202709,803025037,212601332,10030,50
545647768,816977055,275817466,10030,50
546213509,813841621,223955505,10030,50
547297420,851315596,289870743,10030,50
547862169,858185918,209122063,10030,50
548644174,865478685,281069597,10030,50
549105073,845849847,261504850,10030,50
549362362,832502591,259129160,10030,50
549950883,880327325,269410627,10030,50
550925335,860304785,248832920,10030,50
552333551,841267790,204483319,10030,50
553041065,845829860,297754971,10030,50
553576254,838068352,245637929,10030,50
554344080,861506284,232522608,10030,50
554706763,828017598,252726683,10030,50
555464444,808456264,264441963,10030,50
556831605,811669671,205100445,10030,50
558418856,805438985,206104792,10030,50
559050722,810893245,269750866,10030,50
559231116,823207920,273286537,10030,50
559331663,828605428,245819145,10030,50
559771129,887063524,235042172,10030,50
561352825,827233466,231340178,10030,50
561989936,860235684,250042347,10030,50
562836409,851746891,297602816,10030,50
563007878,804482278,221437934,10030,50
563963526,897936231,288210437,10030,50
564350669,895187492,255379548,10030,50
566871142,873167540,234145610,10030,50
569480230,888775677,205348198,10030,50
569561097,835562173,282515961,10030,50
570953312,893317850,237662254,10030,50
572243505,868637887,244061408,10030,50
572274884,811002228,288177499,10030,50
573700755,874988486,291063493,10030,50
576675126,844933066,281343634,10030,50
576799422,890662099,287337612,10030,50
577726566,882389596,289951434,10030,50
579007226,851157487,274408952,10030,50
579096415,851013476,256158807,10030,50
579254047,877916342,283751293,10030,50
579321949,892650274,232353697,10030,50
579608518,838453382,295296694,10030,50
579675406,886591070,217787917,10030,50
579757119,803231140,228905974,10030,50
579916941,815183285,207077539,10030,50
580060138,893663326,201510186,10030,50
581003534,876601917,269930162,10030,50
581657657,803187264,272519593,10030,50
582320255,838765691,277569446,10030,50
584415510,820230892,281137748,10030,50
587495012,871082584,206322618,10030,50
588187553,858485718,209499478,10030,50
588445427,839054048,227750209,10030,50
589137577,850727879,212239608,10030,50
589382709,832587514,209448811,10030,50
589382776,866395409,271917237,10030,50
591191781,862243942,225260775,10030,50
591458002,859690905,235850224,10030,50
592303566,865654725,287235819,10030,50
594598977,811315026,274805172,10030,50
595539702,836600514,257584933,10030,50
597092850,825505201,268549914,10030,50
598890137,831045177,258971054,10030,50
599791651,883953824,227530274,10030,50
500394812,863118555,273983643,10031,50
501649106,808966500,220522761,10031,50
503619316,852887689,282581400,10031,50
503713799,823086268,208557587,10031,50
503716708,885106509,215069611,10031,50
503870093,834924297,225507013,10031,50
503965115,890289911,288778130,10031,50
503974396,878084344,297461123,10031,50
504550361,821264870,208721626,10031,50
505755066,891157772,233872416,10031,50
505771609,804871561,225187921,10031,50
506439007,882439194,291827232,10031,50
509481792,810125693,212166374,10031,50
510361756,824244242,202670973,10031,50
510666300,858151484,229856746,10031,50
511044090,824712785,240779271,10031,50
511362224,848415019,293190002,10031,50
513014689,824658856,215444939,10031,50
515926762,871852973,267283677,10031,50
517628077,877886849,248705221,10031,50
518155848,872081975,213885652,10031,50
518171859,891625030,206908933,10031,50
518910889,887778077,203553731,10031,50
520133182,899082850,229557582,10031,50
520218010,894021537,268765628,10031,50
521477515,889680336,265080946,10031,50
521678598,889431904,235342210,10031,50
521706248,873886797,268030327,10031,50
523163763,851602345,272917113,10031,50
523598493,810415271,277698872,10031,50
524365256,820848274,241327660,10031,50
525603989,898571620,234891281,10031,50
526282663,891514426,229630416,10031,50
526842302,820967141,227599426,10031,50
526891662,810925280,200843643,10031,50
531903807,859256318,281222695,10031,50
532380716,843116812,255696113,10031,50
532449418,841588983,243642672,10031,50
532500550,894848640,206382695,10031,50
532733935,874547521,274916704,10031,50
533325806,825623357,296814334,10031,50
534547780,848563715,217854335,10031,50
534659795,839747918,276312378,10031,50
535308740,808872915,285529459,10031,50
535933475,836301493,202536733,10031,50
536458659,864132925,212600951,10031,50
536673010,804386127,219954659,10031,50
539396483,874713331,212657141,10031,50
539530332,859247056,223419851,10031,50
542108490,810798933,233541783,10031,50
544986373,872284870,231562085,10031,50
546134104,831708304,236438986,10031,50
548268177,897636183,223598645,10031,50
549344287,884224782,296539657,10031,50
552322051,821144387,247109665,10031,50
552839156,892985047,216884078,10031,50
553149356,887203454,279368356,10031,50
554710646,845320822,216060535,10031,50
555984472,826541455,212171869,10031,50
556626537,861274811,267546196,10031,50
558725864,826993652,254034664,10031,50
558766899,897851435,290895226,10031,50
559344975,807507610,261333931,10031,50
561185250,892808891,241198304,10031,50
561369782,811940380,293537059,10031,50
562229002,855866016,251724588,10031,50
563166206,809956493,285621291,10031,50
563461525,848211062,270853050,10031,50
563926427,857848778,298503483,10031,50
565623574,826903292,245100881,10031,50
565798288,874769814,276699227,10031,50
566080268,891307207,269157703,10031,50
566617915,844366928,228256481,10031,50
568045352,856984166,216128273,10031,50
569785895,812937275,262377202,10031,50
570454348,881252129,227168557,10031,50
570713789,894248352,210151306,10031,50
570946670,867270753,274974068,10031,50
571759143,897322926,249400723,10031,50
571760640,818231751,204483319,10031,50
572241044,851713932,271321330,10031,50
572382833,825525576,202427217,10031,50
572395778,807596873,245251112,10031,50
572789449,831167748,239378901,10031,50
573804502,889406848,206743585,10031,50
574247123,870648606,299227289,10031,50
574436324,812081966,229217118,10031,50
574551677,804656896,279361631,10031,50
574769339,829737515,230452028,10031,50
574989777,848116897,209594142,10031,50
575122577,863319259,205433260,10031,50
577283103,846407278,250608604,10031,50
577437456,820945670,280265255,10031,50
579838069,896401302,255205414,10031,50
581488808,816624135,286555809,10031,50
581520252,811265856,222593387,10031,50
581581012,820184593,200047819,10031,50
584125083,886898057,257308759,10031,50
584193217,831624144,281772834,10031,50
585868600,851777276,241000297,10031,50
586248241,845145625,287206972,10031,50
586310127,882105867,269919091,10031,50
587883261,817905228,295252035,10031,50
588037220,828489732,283066535,10031,50
588273105,881274644,299512513,10031,50
588427745,814352645,229610444,10031,50
589330233,889238002,261998327,10031,50
589785344,839941068,259237075,10031,50
589831960,803602253,228002200,10031,50
590665297,848301475,274974068,10031,50
591115876,801530037,297697907,10031,50
593638444,897636969,206146678,10031,50
594562338,847937957,202451383,10031,50
594650941,871264860,254737339,10031,50
595375165,895761308,272779434,10031,50
595734440,851122362,297113500,10031,50
596029553,880341072,277877392,10031,50
596993099,856253691,298352040,10031,50
599611908,835554899,284410003,10031,50
599696165,841709729,288498447,10031,50
500586961,862821530,221543156,10032,50
501411716,822085203,248228185,10032,50
503461566,882655667,253463151,10032,50
505170237,875645436,271520921,10032,50
506588719,834117661,283489098,10032,50
506901091,812058376,222594750,10032,50
507382246,812621234,272216378,10032,50
507759399,850519248,237239326,10032,50
508381552,860184407,286055031,10032,50
508477076,809427110,271426853,10032,50
509006791,878802532,281689473,10032,50
509256905,892653279,270186527,10032,50
510326596,825736617,200003125,10032,50
510721115,820120041,228971946,10032,50
510752909,824825722,201931789,10032,50
511485744,896303516,258292332,10032,50
512975799,861112214,275801566,10032,50
513737988,875867026,218684951,10032,50
514167081,864939029,212175280,10032,50
515356810,893169658,271071911,10032,50
516803805,808909877,257133460,10032,50
517197343,818432434,262294604,10032,50
518580459,898487980,238848195,10032,50
518983242,888090032,262189410,10032,50
521081647,854656031,208737505,10032,50
521220297,824754761,262911815,10032,50
522013922,821980121,206322618,10032,50
523015642,817041592,225862442,10032,50
523197042,844442065,294869129,10032,50
524497039,865212557,250318349,10032,50
524845967,820980196,256547490,10032,50
526749378,851488767,288578125,10032,50
527640360,894557007,274831577,10032,50
528388590,899954369,224314270,10032,50
528898869,851338369,244659971,10032,50
